"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","total_judged","confidence","block","last_risk","experiment","door_choice","risk_break_trials"
"2:357",57,"second_win",1374,0,"right",0.5,"1","first_time",0.6375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,3,1,"Loss",1,"(40,60]"
"2:358",58,"second_win",645,1,"left",0,"3","first_time",0.6375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,3,1,"Loss",0,"(40,60]"
"2:359",59,"second_win",68,1,"left",0,"3","first_time",0.6375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,3,0,"Loss",0,"(40,60]"
"2:360",60,"second_win",239,1,"left",0,"3","first_time",0.6375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,3,0,"Loss",0,"(40,60]"
"2:361",61,"second_win",465,1,"left",0,"3","first_time",0.6375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,0,"Loss",0,"(60,80]"
"2:362",62,"second_win",122,1,"left",1,"3","first_time",0.6625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,0,"Loss",0,"(60,80]"
"2:363",63,"second_win",232,1,"left",1,"3","first_time",0.6875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:364",64,"second_win",504,1,"left",0,"3","first_time",0.6875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:365",65,"second_win",76,1,"left",1,"3","first_time",0.7125,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,0,"Loss",0,"(60,80]"
"2:366",66,"second_win",91,0,"right",0.5,"1","first_time",0.725,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:367",67,"second_win",534,0,"right",0.5,"1","first_time",0.7375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:368",68,"second_win",1868,0,"right",0.5,"1","first_time",0.75,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:369",69,"second_win",1867,1,"left",1,"3","first_time",0.775,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:370",70,"second_win",856,0,"right",0.5,"1","first_time",0.7875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:371",71,"second_win",785,1,"left",0,"3","first_time",0.7875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:372",72,"second_win",402,1,"left",0,"3","first_time",0.7875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,0,"Loss",0,"(60,80]"
"2:373",73,"second_win",482,1,"left",1,"3","first_time",0.8125,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,0,"Loss",0,"(60,80]"
"2:374",74,"second_win",694,0,"right",0.5,"1","first_time",0.825,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:375",75,"second_win",627,0,"right",0.5,"1","first_time",0.8375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:376",76,"second_win",233,1,"left",1,"3","first_time",0.8625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:377",77,"second_win",224,1,"left",1,"3","first_time",0.8875,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:378",78,"second_win",477,0,"right",0.5,"1","first_time",0.9,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:379",79,"second_win",1344,1,"left",1,"3","first_time",0.925,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",0,"(60,80]"
"2:380",80,"second_win",124,0,"right",0.5,"1","first_time",0.9375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,4,1,"Loss",1,"(60,80]"
"2:381",81,"second_win",699,0,"right",0.5,"1","first_time",0.95,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:382",82,"second_win",1449,0,"right",0.5,"1","first_time",0.9625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:383",83,"second_win",83,0,"right",0.5,"1","first_time",0.975,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:384",84,"second_win",101,1,"left",0,"3","first_time",0.975,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:385",85,"second_win",372,1,"left",0,"3","first_time",0.975,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:386",86,"second_win",119,1,"left",0,"3","first_time",0.975,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:387",87,"second_win",253,1,"left",1,"3","first_time",1,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:388",88,"second_win",463,0,"right",0.5,"1","first_time",1.0125,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:389",89,"second_win",701,1,"left",1,"3","first_time",1.0375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:390",90,"second_win",362,0,"right",0.5,"1","first_time",1.05,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:391",91,"second_win",349,0,"right",0.5,"1","first_time",1.0625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:392",92,"second_win",907,0,"right",0.5,"1","first_time",1.075,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:393",93,"second_win",487,1,"left",0,"3","first_time",1.075,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:394",94,"second_win",1076,1,"left",0,"3","first_time",1.075,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:395",95,"second_win",370,1,"left",1,"3","first_time",1.1,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:396",96,"second_win",197,0,"right",0.5,"1","first_time",1.1125,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",1,"(80,100]"
"2:397",97,"second_win",109,1,"left",0,"3","first_time",1.1125,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:398",98,"second_win",1812,1,"left",1,"3","first_time",1.1375,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,0,"Loss",0,"(80,100]"
"2:399",99,"second_win",674,1,"left",1,"3","first_time",1.1625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:400",100,"second_win",253,1,"left",0,"3","first_time",1.1625,"lo04","Control",NA,NA,NA,0,0.565656565656566,80,270.5,NA,5,1,"Loss",0,"(80,100]"
"2:401",1,"first_win",1887,1,"left",1,"1","first_time",0.025,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,NA,"Loss",0,"(0,20]"
"2:402",2,"first_win",1471,1,"left",0,"1","first_time",0.025,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,1,"Loss",0,"(0,20]"
"2:403",3,"first_win",1888,0,"right",0.5,"3","first_time",0.0375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:404",4,"first_win",1885,0,"right",0.5,"3","first_time",0.05,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:405",5,"first_win",2,NA,NA,-1,NA,"first_time",0.05,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",NA,"(0,20]"
"2:406",6,"first_win",307,1,"left",1,"1","first_time",0.075,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:407",7,"first_win",1323,0,"right",0.5,"3","first_time",0.0875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,1,"Loss",1,"(0,20]"
"2:408",8,"first_win",1822,0,"right",0.5,"3","first_time",0.1,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,1,"Loss",1,"(0,20]"
"2:409",9,"first_win",589,1,"left",0,"1","first_time",0.1,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,1,"Loss",0,"(0,20]"
"2:410",10,"first_win",1880,0,"right",0.5,"3","first_time",0.1125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:411",11,"first_win",1390,1,"left",0,"1","first_time",0.1125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:412",12,"first_win",158,0,"right",0.5,"3","first_time",0.125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:413",13,"first_win",482,1,"left",0,"1","first_time",0.125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:414",14,"first_win",375,0,"right",0.5,"3","first_time",0.1375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:415",15,"first_win",750,1,"left",0,"1","first_time",0.1375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:416",16,"first_win",245,0,"right",0.5,"3","first_time",0.15,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:417",17,"first_win",104,1,"left",0,"1","first_time",0.15,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:418",18,"first_win",641,0,"right",0.5,"3","first_time",0.1625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",1,"(0,20]"
"2:419",19,"first_win",88,1,"left",1,"1","first_time",0.1875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,0,"Loss",0,"(0,20]"
"2:420",20,"first_win",878,1,"left",1,"1","first_time",0.2125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,1,1,"Loss",0,"(0,20]"
"2:421",21,"first_win",278,0,"right",0.5,"3","first_time",0.225,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",1,"(20,40]"
"2:422",22,"first_win",1883,0,"right",0.5,"3","first_time",0.2375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",1,"(20,40]"
"2:423",23,"first_win",241,1,"left",0,"1","first_time",0.2375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",0,"(20,40]"
"2:424",24,"first_win",1489,0,"right",0.5,"3","first_time",0.25,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",1,"(20,40]"
"2:425",25,"first_win",1886,1,"left",0,"1","first_time",0.25,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:426",26,"first_win",1220,0,"right",0.5,"3","first_time",0.2625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",1,"(20,40]"
"2:427",27,"first_win",128,1,"left",0,"1","first_time",0.2625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:428",28,"first_win",1345,0,"right",0.5,"3","first_time",0.275,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",1,"(20,40]"
"2:429",29,"first_win",1454,1,"left",1,"1","first_time",0.3,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:430",30,"first_win",572,1,"left",0,"1","first_time",0.3,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",0,"(20,40]"
"2:431",31,"first_win",629,1,"left",0,"1","first_time",0.3,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:432",32,"first_win",75,1,"left",0,"1","first_time",0.3,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:433",33,"first_win",105,1,"left",1,"1","first_time",0.325,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:434",34,"first_win",1714,1,"left",1,"1","first_time",0.35,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",0,"(20,40]"
"2:435",35,"first_win",1652,1,"left",0,"1","first_time",0.35,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",0,"(20,40]"
"2:436",36,"first_win",1385,1,"left",1,"1","first_time",0.375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:437",37,"first_win",591,0,"right",0.5,"3","first_time",0.3875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",1,"(20,40]"
"2:438",38,"first_win",104,1,"left",0,"1","first_time",0.3875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,1,"Loss",0,"(20,40]"
"2:439",39,"first_win",350,0,"right",0.5,"3","first_time",0.4,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",1,"(20,40]"
"2:440",40,"first_win",1003,1,"left",1,"1","first_time",0.425,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,2,0,"Loss",0,"(20,40]"
"2:441",41,"first_win",1807,0,"right",0.5,"3","first_time",0.4375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",1,"(40,60]"
"2:442",42,"first_win",1314,1,"left",1,"1","first_time",0.4625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:443",43,"first_win",1576,0,"right",0.5,"3","first_time",0.475,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",1,"(40,60]"
"2:444",44,"first_win",788,1,"left",1,"1","first_time",0.5,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:445",45,"first_win",108,1,"left",0,"1","first_time",0.5,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:446",46,"first_win",69,1,"left",1,"1","first_time",0.525,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:447",47,"first_win",245,1,"left",0,"1","first_time",0.525,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:448",48,"first_win",472,1,"left",1,"1","first_time",0.55,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:449",49,"first_win",1889,0,"right",0.5,"3","first_time",0.5625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",1,"(40,60]"
"2:450",50,"first_win",302,1,"left",0,"1","first_time",0.5625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:451",51,"first_win",371,0,"right",0.5,"3","first_time",0.575,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",1,"(40,60]"
"2:452",52,"first_win",611,1,"left",0,"1","first_time",0.575,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:453",53,"first_win",1380,0,"right",0.5,"3","first_time",0.5875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",1,"(40,60]"
"2:454",54,"first_win",1839,1,"left",1,"1","first_time",0.6125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:455",55,"first_win",59,0,"right",0.5,"3","first_time",0.625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",1,"(40,60]"
"2:456",56,"first_win",386,1,"left",0,"1","first_time",0.625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:457",57,"first_win",1884,1,"left",0,"1","first_time",0.625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:458",58,"first_win",157,1,"left",1,"1","first_time",0.65,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:459",59,"first_win",839,1,"left",0,"1","first_time",0.65,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,1,"Loss",0,"(40,60]"
"2:460",60,"first_win",366,1,"left",0,"1","first_time",0.65,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,3,0,"Loss",0,"(40,60]"
"2:461",61,"first_win",1193,1,"left",1,"1","first_time",0.675,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:462",62,"first_win",251,0,"right",0.5,"3","first_time",0.6875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",1,"(60,80]"
"2:463",63,"first_win",245,1,"left",0,"1","first_time",0.6875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:464",64,"first_win",750,0,"right",0.5,"3","first_time",0.7,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",1,"(60,80]"
"2:465",65,"first_win",380,1,"left",0,"1","first_time",0.7,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:466",66,"first_win",419,1,"left",0,"1","first_time",0.7,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:467",67,"first_win",945,1,"left",1,"1","first_time",0.725,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:468",68,"first_win",31,1,"left",1,"1","first_time",0.75,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:469",69,"first_win",406,0,"right",0.5,"3","first_time",0.7625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",1,"(60,80]"
"2:470",70,"first_win",965,1,"left",1,"1","first_time",0.7875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:471",71,"first_win",291,1,"left",0,"1","first_time",0.7875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:472",72,"first_win",1881,0,"right",0.5,"3","first_time",0.8,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",1,"(60,80]"
"2:473",73,"first_win",289,1,"left",1,"1","first_time",0.825,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:474",74,"first_win",821,1,"left",1,"1","first_time",0.85,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:475",75,"first_win",469,1,"left",0,"1","first_time",0.85,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:476",76,"first_win",255,1,"left",1,"1","first_time",0.875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:477",77,"first_win",1415,0,"right",0.5,"3","first_time",0.8875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",1,"(60,80]"
"2:478",78,"first_win",96,1,"left",0,"1","first_time",0.8875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,1,"Loss",0,"(60,80]"
"2:479",79,"first_win",352,0,"right",0.5,"3","first_time",0.9,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",1,"(60,80]"
"2:480",80,"first_win",474,1,"left",1,"1","first_time",0.925,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,4,0,"Loss",0,"(60,80]"
"2:481",81,"first_win",3,0,"right",0.5,"3","first_time",0.9375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",1,"(80,100]"
"2:482",82,"first_win",649,1,"left",0,"1","first_time",0.9375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",0,"(80,100]"
"2:483",83,"first_win",634,0,"right",0.5,"3","first_time",0.95,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:484",84,"first_win",1608,1,"left",0,"1","first_time",0.95,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:485",85,"first_win",187,0,"right",0.5,"3","first_time",0.9625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:486",86,"first_win",1160,1,"left",0,"1","first_time",0.9625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:487",87,"first_win",920,0,"right",0.5,"3","first_time",0.975,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:488",88,"first_win",79,1,"left",0,"1","first_time",0.975,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:489",89,"first_win",1770,0,"right",0.5,"3","first_time",0.9875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:490",90,"first_win",122,1,"left",1,"1","first_time",1.0125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:491",91,"first_win",133,0,"right",0.5,"3","first_time",1.025,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",1,"(80,100]"
"2:492",92,"first_win",738,1,"left",0,"1","first_time",1.025,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",0,"(80,100]"
"2:493",93,"first_win",886,0,"right",0.5,"3","first_time",1.0375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:494",94,"first_win",121,1,"left",0,"1","first_time",1.0375,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:495",95,"first_win",576,0,"right",0.5,"3","first_time",1.05,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:496",96,"first_win",590,1,"left",0,"1","first_time",1.05,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:497",97,"first_win",820,0,"right",0.5,"3","first_time",1.0625,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",1,"(80,100]"
"2:498",98,"first_win",1882,1,"left",1,"1","first_time",1.0875,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,0,"Loss",0,"(80,100]"
"2:499",99,"first_win",1232,0,"right",0.5,"3","first_time",1.1,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",1,"(80,100]"
"2:500",100,"first_win",228,1,"left",1,"1","first_time",1.125,"lo05","Episodic",NA,NA,NA,1.25,0.616161616161616,50,302.5,NA,5,1,"Loss",0,"(80,100]"
"2:501",1,"second_win",1853,0,"left",0.5,"3","first_time",0.0125,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,NA,"Loss",0,"(0,20]"
"2:502",2,"second_win",1900,1,"right",0,"4","first_time",0.0125,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,NA,"Loss",1,"(0,20]"
"2:503",3,"second_win",1896,1,"right",1,"4","first_time",0.0375,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,0,"Loss",1,"(0,20]"
"2:504",4,"second_win",1033,0,"left",0.5,"3","first_time",0.05,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,1,"Loss",0,"(0,20]"
"2:505",5,"second_win",1031,1,"right",0,"4","first_time",0.05,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,1,"Loss",1,"(0,20]"
"2:506",6,"second_win",1022,1,"right",1,"4","first_time",0.075,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,0,"Loss",1,"(0,20]"
"2:507",7,"second_win",1403,1,"right",0,"4","first_time",0.075,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,1,"Loss",1,"(0,20]"
"2:508",8,"second_win",1901,0,"left",0.5,"3","first_time",0.0875,"lo06","Control",NA,NA,NA,0,0.73,100,273.9163,NA,1,0,"Loss",0,"(0,20]"
