"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment","PANAS_positive","PANAS_negative","draw_left","draw_right","draw_total","draw_risk"
"2:1427",27,"second_win","540",TRUE,"right",0,"3","first_time",0.2625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1428",28,"second_win","350",FALSE,"left",0.5,"2","first_time",0.275,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1429",29,"second_win","448",FALSE,"left",0.5,"2","first_time",0.2875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1430",30,"second_win","418",FALSE,"left",0.5,"2","first_time",0.3,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1431",31,"second_win","1542",FALSE,"left",0.5,"2","first_time",0.3125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1432",32,"second_win","982",FALSE,"left",0.5,"2","first_time",0.325,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1433",33,"second_win","1110",TRUE,"right",0,"3","first_time",0.325,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1434",34,"second_win","696",FALSE,"left",0.5,"2","first_time",0.3375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1435",35,"second_win","443",FALSE,"left",0.5,"2","first_time",0.35,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1436",36,"second_win","604",TRUE,"right",1,"3","first_time",0.375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1437",37,"second_win","431",FALSE,"left",0.5,"2","first_time",0.3875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1438",38,"second_win","357",FALSE,"left",0.5,"2","first_time",0.4,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1439",39,"second_win","409",TRUE,"right",1,"3","first_time",0.425,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1440",40,"second_win","555",FALSE,"left",0.5,"2","first_time",0.4375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1441",41,"second_win","299",FALSE,"left",0.5,"2","first_time",0.45,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1442",42,"second_win","366",TRUE,"right",1,"3","first_time",0.475,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1443",43,"second_win","335",FALSE,"left",0.5,"2","first_time",0.4875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1444",44,"second_win","416",FALSE,"left",0.5,"2","first_time",0.5,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1445",45,"second_win","338",TRUE,"right",0,"3","first_time",0.5,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1446",46,"second_win","964",TRUE,"right",1,"3","first_time",0.525,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1447",47,"second_win","405",FALSE,"left",0.5,"2","first_time",0.5375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1448",48,"second_win","345",FALSE,"left",0.5,"2","first_time",0.55,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1449",49,"second_win","344",FALSE,"left",0.5,"2","first_time",0.5625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1450",50,"second_win","396",TRUE,"right",0,"3","first_time",0.5625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1451",51,"second_win","639",TRUE,"right",0,"3","first_time",0.5625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1452",52,"second_win","304",TRUE,"right",0,"3","first_time",0.5625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1453",53,"second_win","431",TRUE,"right",1,"3","first_time",0.5875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1454",54,"second_win","335",FALSE,"left",0.5,"2","first_time",0.6,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1455",55,"second_win","258",FALSE,"left",0.5,"2","first_time",0.6125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1456",56,"second_win","244",FALSE,"left",0.5,"2","first_time",0.625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1457",57,"second_win","372",TRUE,"right",1,"3","first_time",0.65,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1458",58,"second_win","295",FALSE,"left",0.5,"2","first_time",0.6625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1459",59,"second_win","346",FALSE,"left",0.5,"2","first_time",0.675,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1460",60,"second_win","377",FALSE,"left",0.5,"2","first_time",0.6875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1461",61,"second_win","351",TRUE,"right",1,"3","first_time",0.7125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1462",62,"second_win","354",FALSE,"left",0.5,"2","first_time",0.725,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1463",63,"second_win","386",FALSE,"left",0.5,"2","first_time",0.7375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1464",64,"second_win","485",FALSE,"left",0.5,"2","first_time",0.75,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1465",65,"second_win","346",TRUE,"right",1,"3","first_time",0.775,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1466",66,"second_win","413",FALSE,"left",0.5,"2","first_time",0.7875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1467",67,"second_win","463",FALSE,"left",0.5,"2","first_time",0.8,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1468",68,"second_win","320",FALSE,"left",0.5,"2","first_time",0.8125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1469",69,"second_win","273",FALSE,"left",0.5,"2","first_time",0.825,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1470",70,"second_win","390",TRUE,"right",1,"3","first_time",0.85,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1471",71,"second_win","423",FALSE,"left",0.5,"2","first_time",0.8625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1472",72,"second_win","410",FALSE,"left",0.5,"2","first_time",0.875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1473",73,"second_win","318",FALSE,"left",0.5,"2","first_time",0.8875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1474",74,"second_win","287",TRUE,"right",0,"3","first_time",0.8875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1475",75,"second_win","343",TRUE,"right",1,"3","first_time",0.9125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,0,"Control",NA,NA,NA,NA,NA,NA
"2:1476",76,"second_win","395",FALSE,"left",0.5,"2","first_time",0.925,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1477",77,"second_win","333",FALSE,"left",0.5,"2","first_time",0.9375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1478",78,"second_win","688",FALSE,"left",0.5,"2","first_time",0.95,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1479",79,"second_win","547",FALSE,"left",0.5,"2","first_time",0.9625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1480",80,"second_win","735",TRUE,"right",0,"3","first_time",0.9625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1481",81,"second_win","338",TRUE,"right",0,"3","first_time",0.9625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1482",82,"second_win","2196",TRUE,"right",1,"3","first_time",0.9875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1483",83,"second_win","663",FALSE,"left",0.5,"2","first_time",1,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1484",84,"second_win","473",FALSE,"left",0.5,"2","first_time",1.0125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1485",85,"second_win","2060",TRUE,"right",1,"3","first_time",1.0375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1486",86,"second_win","383",FALSE,"left",0.5,"2","first_time",1.05,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1487",87,"second_win","352",FALSE,"left",0.5,"2","first_time",1.0625,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1488",88,"second_win","403",TRUE,"right",1,"3","first_time",1.0875,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1489",89,"second_win","329",FALSE,"left",0.5,"2","first_time",1.1,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1490",90,"second_win","395",FALSE,"left",0.5,"2","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1491",91,"second_win","555",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,1,"Control",NA,NA,NA,NA,NA,NA
"2:1492",92,"second_win","430",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1493",93,"second_win","1008",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1494",94,"second_win","448",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1495",95,"second_win","579",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1496",96,"second_win","406",TRUE,"right",0,"3","first_time",1.1125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1497",97,"second_win","280",FALSE,"left",0.5,"2","first_time",1.125,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1498",98,"second_win","489",FALSE,"left",0.5,"2","first_time",1.1375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1499",99,"second_win","395",TRUE,"right",0,"3","first_time",1.1375,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1500",100,"second_win","220",FALSE,"left",0.5,"2","first_time",1.15,"ct15","Control",NA,NA,NA,2.5,0.408163265306122,0,5,0,"Control",NA,NA,NA,NA,NA,NA
"2:1501",1,"first_win","2479",TRUE,"left",1,"3","first_time",0.025,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,NA,"Control",NA,NA,NA,NA,NA,NA
"2:1502",2,"first_win","1629",FALSE,"right",0.5,"2","first_time",0.0375,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1503",3,"first_win","844",TRUE,"left",0,"3","first_time",0.0375,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1504",4,"first_win","1496",TRUE,"left",1,"3","first_time",0.0625,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1505",5,"first_win","877",FALSE,"right",0.5,"2","first_time",0.075,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1506",6,"first_win","1473",FALSE,"right",0.5,"2","first_time",0.0875,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1507",7,"first_win","1781",TRUE,"left",0,"3","first_time",0.0875,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1508",8,"first_win","891",FALSE,"right",0.5,"2","first_time",0.1,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1509",9,"first_win","680",TRUE,"left",0,"3","first_time",0.1,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1510",10,"first_win","540",FALSE,"right",0.5,"2","first_time",0.1125,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1511",11,"first_win","750",TRUE,"left",1,"3","first_time",0.1375,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1512",12,"first_win","791",FALSE,"right",0.5,"2","first_time",0.15,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1513",13,"first_win","362",FALSE,"right",0.5,"2","first_time",0.1625,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1514",14,"first_win","318",TRUE,"left",0,"3","first_time",0.1625,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,1,"Control",NA,NA,NA,NA,NA,NA
"2:1515",15,"first_win","321",FALSE,"right",0.5,"2","first_time",0.175,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1516",16,"first_win","1124",FALSE,"right",0.5,"2","first_time",0.1875,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1517",17,"first_win","313",TRUE,"left",0,"3","first_time",0.1875,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1518",18,"first_win","378",FALSE,"right",0.5,"2","first_time",0.2,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1519",19,"first_win","236",TRUE,"left",0,"3","first_time",0.2,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1520",20,"first_win","0",FALSE,"right",0.5,"2","first_time",0.2125,"ct16","Control",NA,NA,NA,2.5,0.58,0,1,0,"Control",NA,NA,NA,NA,NA,NA
"2:1521",21,"first_win","386",TRUE,"left",1,"3","first_time",0.2375,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1522",22,"first_win","170",FALSE,"right",0.5,"2","first_time",0.25,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1523",23,"first_win","194",FALSE,"right",0.5,"2","first_time",0.2625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1524",24,"first_win","263",TRUE,"left",0,"3","first_time",0.2625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1525",25,"first_win","954",TRUE,"left",1,"3","first_time",0.2875,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1526",26,"first_win","270",TRUE,"left",1,"3","first_time",0.3125,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1527",27,"first_win","453",TRUE,"left",0,"3","first_time",0.3125,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1528",28,"first_win","331",TRUE,"left",1,"3","first_time",0.3375,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1529",29,"first_win","79",TRUE,"left",1,"3","first_time",0.3625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1530",30,"first_win","1142",TRUE,"left",0,"3","first_time",0.3625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1531",31,"first_win","156",TRUE,"left",1,"3","first_time",0.3875,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1532",32,"first_win","559",TRUE,"left",1,"3","first_time",0.4125,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1533",33,"first_win","210",TRUE,"left",0,"3","first_time",0.4125,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1534",34,"first_win","140",TRUE,"left",1,"3","first_time",0.4375,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1535",35,"first_win","1120",TRUE,"left",0,"3","first_time",0.4375,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1536",36,"first_win","35",TRUE,"left",1,"3","first_time",0.4625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1537",37,"first_win","870",TRUE,"left",0,"3","first_time",0.4625,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1538",38,"first_win","1",TRUE,"left",1,"3","first_time",0.4875,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1539",39,"first_win","1103",TRUE,"left",0,"3","first_time",0.4875,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,1,"Control",NA,NA,NA,NA,NA,NA
"2:1540",40,"first_win","167",TRUE,"left",1,"3","first_time",0.5125,"ct16","Control",NA,NA,NA,2.5,0.58,0,2,0,"Control",NA,NA,NA,NA,NA,NA
"2:1541",41,"first_win","1000",TRUE,"left",0,"3","first_time",0.5125,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1542",42,"first_win","557",TRUE,"left",1,"3","first_time",0.5375,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1543",43,"first_win","0",TRUE,"left",0,"3","first_time",0.5375,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1544",44,"first_win","1458",TRUE,"left",1,"3","first_time",0.5625,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1545",45,"first_win","277",FALSE,"right",0.5,"2","first_time",0.575,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1546",46,"first_win","679",TRUE,"left",1,"3","first_time",0.6,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1547",47,"first_win","202",FALSE,"right",0.5,"2","first_time",0.6125,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1548",48,"first_win","542",TRUE,"left",1,"3","first_time",0.6375,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1549",49,"first_win","18",FALSE,"right",0.5,"2","first_time",0.65,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1550",50,"first_win","33",TRUE,"left",1,"3","first_time",0.675,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1551",51,"first_win","0",FALSE,"right",0.5,"2","first_time",0.6875,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1552",52,"first_win","871",TRUE,"left",1,"3","first_time",0.7125,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1553",53,"first_win","682",FALSE,"right",0.5,"2","first_time",0.725,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1554",54,"first_win","924",TRUE,"left",0,"3","first_time",0.725,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1555",55,"first_win","1054",TRUE,"left",0,"3","first_time",0.725,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1556",56,"first_win","1461",TRUE,"left",0,"3","first_time",0.725,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1557",57,"first_win","274",FALSE,"right",0.5,"2","first_time",0.7375,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1558",58,"first_win","532",TRUE,"left",1,"3","first_time",0.7625,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,0,"Control",NA,NA,NA,NA,NA,NA
"2:1559",59,"first_win","488",FALSE,"right",0.5,"2","first_time",0.775,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1560",60,"first_win","31",TRUE,"left",0,"3","first_time",0.775,"ct16","Control",NA,NA,NA,2.5,0.58,0,3,1,"Control",NA,NA,NA,NA,NA,NA
"2:1561",61,"first_win","1298",TRUE,"left",1,"3","first_time",0.8,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,0,"Control",NA,NA,NA,NA,NA,NA
"2:1562",62,"first_win","250",FALSE,"right",0.5,"2","first_time",0.8125,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1563",63,"first_win","955",TRUE,"left",1,"3","first_time",0.8375,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1564",64,"first_win","91",FALSE,"right",0.5,"2","first_time",0.85,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1565",65,"first_win","1",TRUE,"left",1,"3","first_time",0.875,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1566",66,"first_win","303",FALSE,"right",0.5,"2","first_time",0.8875,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1567",67,"first_win","1073",TRUE,"left",1,"3","first_time",0.9125,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1568",68,"first_win","419",TRUE,"left",0,"3","first_time",0.9125,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1569",69,"first_win","231",TRUE,"left",1,"3","first_time",0.9375,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,0,"Control",NA,NA,NA,NA,NA,NA
"2:1570",70,"first_win","0",FALSE,"right",0.5,"2","first_time",0.95,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1571",71,"first_win","271",TRUE,"left",1,"3","first_time",0.975,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1572",72,"first_win","99",FALSE,"right",0.5,"2","first_time",0.9875,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1573",73,"first_win","954",TRUE,"left",0,"3","first_time",0.9875,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
"2:1574",74,"first_win","210",TRUE,"left",1,"3","first_time",1.0125,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,0,"Control",NA,NA,NA,NA,NA,NA
"2:1575",75,"first_win","120",FALSE,"right",0.5,"2","first_time",1.025,"ct16","Control",NA,NA,NA,2.5,0.58,0,4,1,"Control",NA,NA,NA,NA,NA,NA
